a,ɥʕ
huyết,ɦʂɮʘʆ
huyền,ɧʂɮʘʇ
huyển,ɨʂɮʘʇ
huyễn,ɩʂɮʘʇ
huyện,ɪʂɮʘʇ
huyệt,ɪʂɮʘʆ
huân,ɥʂɮʒʇ
huâng,ɥʂɮʒʌ
huây,ɥʂɮʒʊ
huê,ɥʂɮʐ
huênh,ɥʂɮʐʉ
huôi,ɥʂʚʊ
huôm,ɥʂʚʄ
huôn,ɥʂʚʇ
huông,ɥʂʚʌ
huý,ɦʂɮʍ
huýa,ɦʂɮʘ
huých,ɦʂɮʍʈ
huýn,ɦʂɮʍʇ
huýnh,ɦʂɮʍʉ
huýp,ɦʂɮʍʃ
huýt,ɦʂɮʍʆ
huýu,ɦʂɮʍʅ
huơ,ɥʂɮʑ
huấn,ɦʂɮʒʇ
huấng,ɦʂɮʒʌ
huất,ɦʂɮʒʆ
huấy,ɦʂɮʒʊ
huần,ɧʂɮʒʇ
huầng,ɧʂɮʒʌ
huầy,ɧʂɮʒʊ
huẩn,ɨʂɮʒʇ
huẩng,ɨʂɮʒʌ
huẩy,ɨʂɮʒʊ
huẫn,ɩʂɮʒʇ
huẫng,ɩʂɮʒʌ
huẫy,ɩʂɮʒʊ
huận,ɪʂɮʒʇ
huậng,ɪʂɮʒʌ
huật,ɪʂɮʒʆ
huậy,ɪʂɮʒʊ
huế,ɦʂɮʐ
huếch,ɦʂɮʐʈ
huếnh,ɦʂɮʐʉ
huề,ɧʂɮʐ
huềnh,ɧʂɮʐʉ
huể,ɨʂɮʐ
huểnh,ɨʂɮʐʉ
huễ,ɩʂɮʐ
huễnh,ɩʂɮʐʉ
huệ,ɪʂɮʐ
huệch,ɪʂɮʐʈ
huệnh,ɪʂɮʐʉ
huốc,ɦʂʚʋ
huối,ɦʂʚʊ
huốm,ɦʂʚʄ
huốn,ɦʂʚʇ
huống,ɦʂʚʌ
huốp,ɦʂʚʃ
huốt,ɦʂʚʆ
huồi,ɧʂʚʊ
huồm,ɧʂʚʄ
huồn,ɧʂʚʇ
huồng,ɧʂʚʌ
huổi,ɨʂʚʊ
huổm,ɨʂʚʄ
huổn,ɨʂʚʇ
huổng,ɨʂʚʌ
huỗi,ɩʂʚʊ
huỗm,ɩʂʚʄ
huỗn,ɩʂʚʇ
huỗng,ɩʂʚʌ
huộc,ɪʂʚʋ
huội,ɪʂʚʊ
huộm,ɪʂʚʄ
huộn,ɪʂʚʇ
huộng,ɪʂʚʌ
huộp,ɪʂʚʃ
huột,ɪʂʚʆ
huớ,ɦʂɮʑ
huờ,ɧʂɮʑ
huở,ɨʂɮʑ
huỡ,ɩʂɮʑ
huợ,ɪʂɮʑ
huỳ,ɧʂɮʍ
huỳa,ɧʂɮʘ
huỳn,ɧʂɮʍʇ
huỳnh,ɧʂɮʍʉ
huỳu,ɧʂɮʍʅ
huỵ,ɪʂɮʍ
huỵa,ɪʂɮʘ
huỵch,ɪʂɮʍʈ
huỵn,ɪʂɮʍʇ
huỵnh,ɪʂɮʍʉ
huỵp,ɪʂɮʍʃ
huỵt,ɪʂɮʍʆ
huỵu,ɪʂɮʍʅ
huỷ,ɨʂɮʍ
huỷa,ɨʂɮʘ
huỷn,ɨʂɮʍʇ
huỷnh,ɨʂɮʍʉ
huỷu,ɨʂɮʍʅ
huỹ,ɩʂɮʍ
huỹa,ɩʂɮʘ
huỹn,ɩʂɮʍʇ
huỹnh,ɩʂɮʍʉ
huỹu,ɩʂɮʍʅ
hy,ɥʂʍ
hà,ɧʂʕ
hài,ɧʂʕʊ
hàm,ɧʂʕʄ
hàn,ɧʂʕʇ
hàng,ɧʂʕʌ
hành,ɧʂʕʉ
hào,ɧʂʕʅ
hàu,ɧʂʖʅ
hày,ɧʂʖʊ
há,ɦʂʕ
hác,ɦʂʕʋ
hách,ɦʂʕʈ
hái,ɦʂʕʊ
hám,ɦʂʕʄ
hán,ɦʂʕʇ
háng,ɦʂʕʌ
hánh,ɦʂʕʉ
háo,ɦʂʕʅ
háp,ɦʂʕʃ
hát,ɦʂʕʆ
háu,ɦʂʖʅ
háy,ɦʂʖʊ
hâm,ɥʂʒʄ
hân,ɥʂʒʇ
hâng,ɥʂʒʌ
hâu,ɥʂʒʅ
hây,ɥʂʒʊ
hã,ɩʂʕ
hãi,ɩʂʕʊ
hãm,ɩʂʕʄ
hãn,ɩʂʕʇ
hãng,ɩʂʕʌ
hãnh,ɩʂʕʉ
hão,ɩʂʕʅ
hãu,ɩʂʖʅ
hãy,ɩʂʖʊ
hè,ɧʂʔ
hèm,ɧʂʔʄ
hèn,ɧʂʔʇ
hèng,ɧʂʔʌ
hèo,ɧʂʔʅ
hé,ɦʂʔ
héc,ɦʂʔʋ
hém,ɦʂʔʄ
hén,ɦʂʔʇ
héng,ɦʂʔʌ
héo,ɦʂʔʅ
hép,ɦʂʔʃ
hét,ɦʂʔʆ
hê,ɥʂʐ
hêm,ɥʂʐʄ
hên,ɥʂʐʇ
hênh,ɥʂʐʉ
hêu,ɥʂʐʅ
hì,ɧʂʍ
hìa,ɧʂʘ
hìm,ɧʂʍʄ
hìn,ɧʂʍʇ
hình,ɧʂʍʉ
hìu,ɧʂʍʅ
hí,ɦʂʍ
hía,ɦʂʘ
hích,ɦʂʍʈ
hím,ɦʂʍʄ
hín,ɦʂʍʇ
hính,ɦʂʍʉ
híp,ɦʂʍʃ
hít,ɦʂʍʆ
híu,ɦʂʍʅ
hò,ɧʂʗ
hòi,ɧʂʗʊ
hòm,ɧʂʗʄ
hòn,ɧʂʗʇ
hòng,ɧʂʗʌ
hó,ɦʂʗ
hóc,ɦʂʗʋ
hói,ɦʂʗʊ
hóm,ɦʂʗʄ
hón,ɦʂʗʇ
hóng,ɦʂʗʌ
hóp,ɦʂʗʃ
hót,ɦʂʗʆ
hô,ɥʂʓ
hôi,ɥʂʓʊ
hôm,ɥʂʓʄ
hôn,ɥʂʓʇ
hông,ɥʂʓʌ
hõ,ɩʂʗ
hõi,ɩʂʗʊ
hõm,ɩʂʗʄ
hõn,ɩʂʗʇ
hõng,ɩʂʗʌ
hù,ɧʂʏ
hùa,ɧʂʚ
hùi,ɧʂʏʊ
hùm,ɧʂʏʄ
hùn,ɧʂʏʇ
hùng,ɧʂʏʌ
hú,ɦʂʏ
húa,ɦʂʚ
húc,ɦʂʏʋ
húi,ɦʂʏʊ
húm,ɦʂʏʄ
hún,ɦʂʏʇ
húng,ɦʂʏʌ
húp,ɦʂʏʃ
hút,ɦʂʏʆ
húy,ɦʂɮʍ
hý,ɦʂʍ
hăm,ɥʂʖʄ
hăn,ɥʂʖʇ
hăng,ɥʂʖʌ
hĩ,ɩʂʍ
hĩa,ɩʂʘ
hĩm,ɩʂʍʄ
hĩn,ɩʂʍʇ
hĩnh,ɩʂʍʉ
hĩu,ɩʂʍʅ
hũ,ɩʂʏ
hũa,ɩʂʚ
hũi,ɩʂʏʊ
hũm,ɩʂʏʄ
hũn,ɩʂʏʇ
hũng,ɩʂʏʌ
hơ,ɥʂʑ
hơi,ɥʂʑʊ
hơm,ɥʂʑʄ
hơn,ɥʂʑʇ
hư,ɥʂʎ
hưa,ɥʂʙ
hưi,ɥʂʎʊ
hưm,ɥʂʎʄ
hưn,ɥʂʎʇ
hưng,ɥʂʎʌ
hưu,ɥʂʎʅ
hươi,ɥʂʙʊ
hươm,ɥʂʙʄ
hươn,ɥʂʙʇ
hương,ɥʂʙʌ
hươu,ɥʂʙʅ
hước,ɦʂʙʋ
hưới,ɦʂʙʊ
hướm,ɦʂʙʄ
hướn,ɦʂʙʇ
hướng,ɦʂʙʌ
hướp,ɦʂʙʃ
hướt,ɦʂʙʆ
hướu,ɦʂʙʅ
hười,ɧʂʙʊ
hườm,ɧʂʙʄ
hườn,ɧʂʙʇ
hường,ɧʂʙʌ
hườu,ɧʂʙʅ
hưởi,ɨʂʙʊ
hưởm,ɨʂʙʄ
hưởn,ɨʂʙʇ
hưởng,ɨʂʙʌ
hưởu,ɨʂʙʅ
hưỡi,ɩʂʙʊ
hưỡm,ɩʂʙʄ
hưỡn,ɩʂʙʇ
hưỡng,ɩʂʙʌ
hưỡu,ɩʂʙʅ
hược,ɪʂʙʋ
hượi,ɪʂʙʊ
hượm,ɪʂʙʄ
hượn,ɪʂʙʇ
hượng,ɪʂʙʌ
hượp,ɪʂʙʃ
hượt,ɪʂʙʆ
hượu,ɪʂʙʅ
hạ,ɪʂʕ
hạc,ɪʂʕʋ
hạch,ɪʂʕʈ
hại,ɪʂʕʊ
hạm,ɪʂʕʄ
hạn,ɪʂʕʇ
hạng,ɪʂʕʌ
hạnh,ɪʂʕʉ
hạo,ɪʂʕʅ
hạp,ɪʂʕʃ
hạt,ɪʂʕʆ
hạu,ɪʂʖʅ
hạy,ɪʂʖʊ
hả,ɨʂʕ
hải,ɨʂʕʊ
hảm,ɨʂʕʄ
hản,ɨʂʕʇ
hảng,ɨʂʕʌ
hảnh,ɨʂʕʉ
hảo,ɨʂʕʅ
hảu,ɨʂʖʅ
hảy,ɨʂʖʊ
hấc,ɦʂʒʋ
hấm,ɦʂʒʄ
hấn,ɦʂʒʇ
hấng,ɦʂʒʌ
hấp,ɦʂʒʃ
hất,ɦʂʒʆ
hấu,ɦʂʒʅ
hấy,ɦʂʒʊ
hầm,ɧʂʒʄ
hần,ɧʂʒʇ
hầng,ɧʂʒʌ
hầu,ɧʂʒʅ
hầy,ɧʂʒʊ
hẩm,ɨʂʒʄ
hẩn,ɨʂʒʇ
hẩng,ɨʂʒʌ
hẩu,ɨʂʒʅ
hẩy,ɨʂʒʊ
hẫm,ɩʂʒʄ
hẫn,ɩʂʒʇ
hẫng,ɩʂʒʌ
hẫu,ɩʂʒʅ
hẫy,ɩʂʒʊ
hậc,ɪʂʒʋ
hậm,ɪʂʒʄ
hận,ɪʂʒʇ
hậng,ɪʂʒʌ
hập,ɪʂʒʃ
hật,ɪʂʒʆ
hậu,ɪʂʒʅ
hậy,ɪʂʒʊ
hắc,ɦʂʖʋ
hắm,ɦʂʖʄ
hắn,ɦʂʖʇ
hắng,ɦʂʖʌ
hắp,ɦʂʖʃ
hắt,ɦʂʖʆ
hằm,ɧʂʖʄ
hằn,ɧʂʖʇ
hằng,ɧʂʖʌ
hẳm,ɨʂʖʄ
hẳn,ɨʂʖʇ
hẳng,ɨʂʖʌ
hẵm,ɩʂʖʄ
hẵn,ɩʂʖʇ
hẵng,ɩʂʖʌ
hặc,ɪʂʖʋ
hặm,ɪʂʖʄ
hặn,ɪʂʖʇ
hặng,ɪʂʖʌ
hặp,ɪʂʖʃ
hặt,ɪʂʖʆ
hẹ,ɪʂʔ
hẹc,ɪʂʔʋ
hẹm,ɪʂʔʄ
hẹn,ɪʂʔʇ
hẹng,ɪʂʔʌ
hẹo,ɪʂʔʅ
hẹp,ɪʂʔʃ
hẹt,ɪʂʔʆ
hẻ,ɨʂʔ
hẻm,ɨʂʔʄ
hẻn,ɨʂʔʇ
hẻng,ɨʂʔʌ
hẻo,ɨʂʔʅ
hẽ,ɩʂʔ
hẽm,ɩʂʔʄ
hẽn,ɩʂʔʇ
hẽng,ɩʂʔʌ
hẽo,ɩʂʔʅ
hế,ɦʂʐ
hếch,ɦʂʐʈ
hếm,ɦʂʐʄ
hến,ɦʂʐʇ
hếnh,ɦʂʐʉ
hếp,ɦʂʐʃ
hết,ɦʂʐʆ
hếu,ɦʂʐʅ
hề,ɧʂʐ
hềm,ɧʂʐʄ
hền,ɧʂʐʇ
hềnh,ɧʂʐʉ
hều,ɧʂʐʅ
hể,ɨʂʐ
hểm,ɨʂʐʄ
hển,ɨʂʐʇ
hểnh,ɨʂʐʉ
hểu,ɨʂʐʅ
hễ,ɩʂʐ
hễm,ɩʂʐʄ
hễn,ɩʂʐʇ
hễnh,ɩʂʐʉ
hễu,ɩʂʐʅ
hệ,ɪʂʐ
hệch,ɪʂʐʈ
hệm,ɪʂʐʄ
hện,ɪʂʐʇ
hệnh,ɪʂʐʉ
hệp,ɪʂʐʃ
hệt,ɪʂʐʆ
hệu,ɪʂʐʅ
hỉ,ɨʂʍ
hỉa,ɨʂʘ
hỉm,ɨʂʍʄ
hỉn,ɨʂʍʇ
hỉnh,ɨʂʍʉ
hỉu,ɨʂʍʅ
hị,ɪʂʍ
hịa,ɪʂʘ
hịch,ɪʂʍʈ
hịm,ɪʂʍʄ
hịn,ɪʂʍʇ
hịnh,ɪʂʍʉ
hịp,ɪʂʍʃ
hịt,ɪʂʍʆ
hịu,ɪʂʍʅ
họ,ɪʂʗ
học,ɪʂʗʋ
họi,ɪʂʗʊ
họm,ɪʂʗʄ
họn,ɪʂʗʇ
họng,ɪʂʗʌ
họp,ɪʂʗʃ
họt,ɪʂʗʆ
hỏ,ɨʂʗ
hỏi,ɨʂʗʊ
hỏm,ɨʂʗʄ
hỏn,ɨʂʗʇ
hỏng,ɨʂʗʌ
hố,ɦʂʓ
hốc,ɦʂʓʋ
hối,ɦʂʓʊ
hốm,ɦʂʓʄ
hốn,ɦʂʓʇ
hống,ɦʂʓʌ
hốp,ɦʂʓʃ
hốt,ɦʂʓʆ
hồ,ɧʂʓ
hồi,ɧʂʓʊ
hồm,ɧʂʓʄ
hồn,ɧʂʓʇ
hồng,ɧʂʓʌ
hổ,ɨʂʓ
hổi,ɨʂʓʊ
hổm,ɨʂʓʄ
hổn,ɨʂʓʇ
hổng,ɨʂʓʌ
hỗ,ɩʂʓ
hỗi,ɩʂʓʊ
hỗm,ɩʂʓʄ
hỗn,ɩʂʓʇ
hỗng,ɩʂʓʌ
hộ,ɪʂʓ
hộc,ɪʂʓʋ
hội,ɪʂʓʊ
hộm,ɪʂʓʄ
hộn,ɪʂʓʇ
hộng,ɪʂʓʌ
hộp,ɪʂʓʃ
hột,ɪʂʓʆ
hớ,ɦʂʑ
hới,ɦʂʑʊ
hớm,ɦʂʑʄ
hớn,ɦʂʑʇ
hớp,ɦʂʑʃ
hớt,ɦʂʑʆ
hờ,ɧʂʑ
hời,ɧʂʑʊ
hờm,ɧʂʑʄ
hờn,ɧʂʑʇ
hở,ɨʂʑ
hởi,ɨʂʑʊ
hởm,ɨʂʑʄ
hởn,ɨʂʑʇ
hỡ,ɩʂʑ
hỡi,ɩʂʑʊ
hỡm,ɩʂʑʄ
hỡn,ɩʂʑʇ
hợ,ɪʂʑ
hợi,ɪʂʑʊ
hợm,ɪʂʑʄ
hợn,ɪʂʑʇ
hợp,ɪʂʑʃ
hợt,ɪʂʑʆ
hụ,ɪʂʏ
hụa,ɪʂʚ
hục,ɪʂʏʋ
hụi,ɪʂʏʊ
hụm,ɪʂʏʄ
hụn,ɪʂʏʇ
hụng,ɪʂʏʌ
hụp,ɪʂʏʃ
hụt,ɪʂʏʆ
hủ,ɨʂʏ
hủa,ɨʂʚ
hủi,ɨʂʏʊ
hủm,ɨʂʏʄ
hủn,ɨʂʏʇ
hủng,ɨʂʏʌ
hủy,ɨʂɮʍ
hứ,ɦʂʎ
hứa,ɦʂʙ
hức,ɦʂʎʋ
hứi,ɦʂʎʊ
hứm,ɦʂʎʄ
hứn,ɦʂʎʇ
hứng,ɦʂʎʌ
hứt,ɦʂʎʆ
hứu,ɦʂʎʅ
hừ,ɧʂʎ
hừa,ɧʂʙ
hừi,ɧʂʎʊ
hừm,ɧʂʎʄ
hừn,ɧʂʎʇ
hừng,ɧʂʎʌ
hừu,ɧʂʎʅ
hử,ɨʂʎ
hửa,ɨʂʙ
hửi,ɨʂʎʊ
hửm,ɨʂʎʄ
hửn,ɨʂʎʇ
hửng,ɨʂʎʌ
hửu,ɨʂʎʅ
hữ,ɩʂʎ
hữa,ɩʂʙ
hữi,ɩʂʎʊ
hữm,ɩʂʎʄ
hữn,ɩʂʎʇ
hững,ɩʂʎʌ
hữu,ɩʂʎʅ
hự,ɪʂʎ
hựa,ɪʂʙ
hực,ɪʂʎʋ
hựi,ɪʂʎʊ
hựm,ɪʂʎʄ
hựn,ɪʂʎʇ
hựng,ɪʂʎʌ
hựt,ɪʂʎʆ
hựu,ɪʂʎʅ
hỳ,ɧʂʍ
hỵ,ɪʂʍ
hỷ,ɨʂʍ
hỹ,ɩʂʍ
i,ɥʍ
ia,ɥʘ
im,ɥʍʄ
in,ɥʍʇ
inh,ɥʍʉ
iu,ɥʍʅ
iêm,ɥʘʄ
iên,ɥʘʇ
iêng,ɥʘʌ
iêu,ɥʘʅ
iếc,ɦʘʋ
iếm,ɦʘʄ
iến,ɦʘʇ
iếng,ɦʘʌ
iếp,ɦʍʐʃ
iết,ɦʘʆ
iếu,ɦʘʅ
iềm,ɧʘʄ
iền,ɧʘʇ
iềng,ɧʘʌ
iều,ɧʘʅ
iểm,ɨʘʄ
iển,ɨʘʇ
iểng,ɨʘʌ
iểu,ɨʘʅ
iễm,ɩʘʄ
iễn,ɩʘʇ
iễng,ɩʘʌ
iễu,ɩʘʅ
iệc,ɪʘʋ
iệm,ɪʘʄ
iện,ɪʘʇ
iệng,ɪʘʌ
iệp,ɪʍʐʃ
iệt,ɪʘʆ
iệu,ɪʘʅ
ka,ɥɾʕ
kan,ɥɾʕʇ
kay,ɥɾʖʊ
ke,ɥɾʔ
kem,ɥɾʔʄ
ken,ɥɾʔʇ
keng,ɥɾʔʌ
keo,ɥɾʔʅ
kha,ɥʀʕ
khai,ɥʀʕʊ
kham,ɥʀʕʄ
khan,ɥʀʕʇ
khang,ɥʀʕʌ
khanh,ɥʀʕʉ
khao,ɥʀʕʅ
khau,ɥʀʖʅ
khay,ɥʀʖʊ
khe,ɥʀʔ
khem,ɥʀʔʄ
khen,ɥʀʔʇ
kheng,ɥʀʔʌ
kheo,ɥʀʔʅ
khi,ɥʀʍ
khia,ɥʀʘ
khim,ɥʀʍʄ
khin,ɥʀʍʇ
khinh,ɥʀʍʉ
khiu,ɥʀʍʅ
khiêm,ɥʀʘʄ
khiên,ɥʀʘʇ
khiêng,ɥʀʘʌ
khiêu,ɥʀʘʅ
khiếc,ɦʀʘʋ
khiếm,ɦʀʘʄ
khiến,ɦʀʘʇ
khiếng,ɦʀʘʌ
khiếp,ɦʀʍʐʃ
khiết,ɦʀʘʆ
khiếu,ɦʀʘʅ
khiềm,ɧʀʘʄ
khiền,ɧʀʘʇ
khiềng,ɧʀʘʌ
khiều,ɧʀʘʅ
khiểm,ɨʀʘʄ
khiển,ɨʀʘʇ
khiểng,ɨʀʘʌ
khiểu,ɨʀʘʅ
khiễm,ɩʀʘʄ
khiễn,ɩʀʘʇ
khiễng,ɩʀʘʌ
khiễu,ɩʀʘʅ
khiệc,ɪʀʘʋ
khiệm,ɪʀʘʄ
khiện,ɪʀʘʇ
khiệng,ɪʀʘʌ
khiệp,ɪʀʍʐʃ
khiệt,ɪʀʘʆ
khiệu,ɪʀʘʅ
kho,ɥʀʗ
khoa,ɥʀɮʕ
khoai,ɥʀɮʕʊ
khoam,ɥʀɮʕʄ
khoan,ɥʀɮʕʇ
khoang,ɥʀɮʕʌ
khoanh,ɥʀɮʕʉ
khoao,ɥʀɮʕʅ
khoay,ɥʀɮʖʊ
khoe,ɥʀɮʔ
khoem,ɥʀɮʔʄ
khoen,ɥʀɮʔʇ
khoeo,ɥʀɮʔʅ
khoi,ɥʀʗʊ
khom,ɥʀʗʄ
khon,ɥʀʗʇ
khong,ɥʀʗʌ
khoong,khoong
khoà,ɧʀɮʕ
khoài,ɧʀɮʕʊ
khoàm,ɧʀɮʕʄ
khoàn,ɧʀɮʕʇ
khoàng,ɧʀɮʕʌ
khoành,ɧʀɮʕʉ
khoào,ɧʀɮʕʅ
khoày,ɧʀɮʖʊ
khoá,ɦʀɮʕ
khoác,ɦʀɮʕʋ
khoách,ɦʀɮʕʈ
khoái,ɦʀɮʕʊ
khoám,ɦʀɮʕʄ
khoán,ɦʀɮʕʇ
khoáng,ɦʀɮʕʌ
khoánh,ɦʀɮʕʉ
khoáo,ɦʀɮʕʅ
khoáp,ɦʀɮʕʃ
khoát,ɦʀɮʕʆ
khoáy,ɦʀɮʖʊ
khoã,ɩʀɮʕ
khoãi,ɩʀɮʕʊ
khoãm,ɩʀɮʕʄ
khoãn,ɩʀɮʕʇ
khoãng,ɩʀɮʕʌ
khoãnh,ɩʀɮʕʉ
khoão,ɩʀɮʕʅ
khoãy,ɩʀɮʖʊ
khoè,ɧʀɮʔ
khoèm,ɧʀɮʔʄ
khoèn,ɧʀɮʔʇ
khoèo,ɧʀɮʔʅ
khoé,ɦʀɮʔ
khoém,ɦʀɮʔʄ
khoén,ɦʀɮʔʇ
khoéo,ɦʀɮʔʅ
khoét,ɦʀɮʔʆ
khoòng,khoòng
khoóc,khoóc
khoóng,khoóng
khoõng,khoõng
khoăm,ɥʀɮʖʄ
khoăn,ɥʀɮʖʇ
khoăng,ɥʀɮʖʌ
khoạ,ɪʀɮʕ
khoạc,ɪʀɮʕʋ
khoạch,ɪʀɮʕʈ
khoại,ɪʀɮʕʊ
khoạm,ɪʀɮʕʄ
khoạn,ɪʀɮʕʇ
khoạng,ɪʀɮʕʌ
khoạnh,ɪʀɮʕʉ
khoạo,ɪʀɮʕʅ
khoạp,ɪʀɮʕʃ
khoạt,ɪʀɮʕʆ
khoạy,ɪʀɮʖʊ
khoả,ɨʀɮʕ
khoải,ɨʀɮʕʊ
khoảm,ɨʀɮʕʄ
khoản,ɨʀɮʕʇ
khoảng,ɨʀɮʕʌ
khoảnh,ɨʀɮʕʉ
khoảo,ɨʀɮʕʅ
khoảy,ɨʀɮʖʊ
khoắc,ɦʀɮʖʋ
khoắm,ɦʀɮʖʄ
khoắn,ɦʀɮʖʇ
khoắng,ɦʀɮʖʌ
khoắt,ɦʀɮʖʆ
khoằm,ɧʀɮʖʄ
khoằn,ɧʀɮʖʇ
khoằng,ɧʀɮʖʌ
khoẳm,ɨʀɮʖʄ
khoẳn,ɨʀɮʖʇ
khoẳng,ɨʀɮʖʌ
khoẵm,ɩʀɮʖʄ
khoẵn,ɩʀɮʖʇ
khoẵng,ɩʀɮʖʌ
khoặc,ɪʀɮʖʋ
khoặm,ɪʀɮʖʄ
khoặn,ɪʀɮʖʇ
khoặng,ɪʀɮʖʌ
khoặt,ɪʀɮʖʆ
khoẹ,ɪʀɮʔ
khoẹm,ɪʀɮʔʄ
khoẹn,ɪʀɮʔʇ
khoẹo,ɪʀɮʔʅ
khoẹt,ɪʀɮʔʆ
khoẻ,ɨʀɮʔ
khoẻm,ɨʀɮʔʄ
khoẻn,ɨʀɮʔʇ
khoẻo,ɨʀɮʔʅ
khoẽ,ɩʀɮʔ
khoẽm,ɩʀɮʔʄ
khoẽn,ɩʀɮʔʇ
khoẽo,ɩʀɮʔʅ
khoọc,khoọc
khoọng,khoọng
khoỏng,khoỏng
khu,ɥʀʏ
khua,ɥʀʚ
khui,ɥʀʏʊ
khum,ɥʀʏʄ
khun,ɥʀʏʇ
khung,ɥʀʏʌ
khuy,ɥʀɮʍ
khuya,ɥʀɮʘ
khuyn,ɥʀɮʍʇ
khuynh,ɥʀɮʍʉ
khuyu,ɥʀɮʍʅ
khuyên,ɥʀɮʘʇ
khuyến,ɦʀɮʘʇ
khuyết,ɦʀɮʘʆ
khuyền,ɧʀɮʘʇ
khuyển,ɨʀɮʘʇ
khuyễn,ɩʀɮʘʇ
khuyện,ɪʀɮʘʇ
khuyệt,ɪʀɮʘʆ
khuân,ɥʀɮʒʇ
khuâng,ɥʀɮʒʌ
khuây,ɥʀɮʒʊ
khuê,ɥʀɮʐ
khuênh,ɥʀɮʐʉ
khuôi,ɥʀʚʊ
khuôm,ɥʀʚʄ
khuôn,ɥʀʚʇ
khuông,ɥʀʚʌ
khuý,ɦʀɮʍ
khuýa,ɦʀɮʘ
khuých,ɦʀɮʍʈ
khuýn,ɦʀɮʍʇ
khuýnh,ɦʀɮʍʉ
khuýp,ɦʀɮʍʃ
khuýt,ɦʀɮʍʆ
khuýu,ɦʀɮʍʅ
khuơ,ɥʀɮʑ
khuấn,ɦʀɮʒʇ
khuấng,ɦʀɮʒʌ
khuất,ɦʀɮʒʆ
khuấy,ɦʀɮʒʊ
khuần,ɧʀɮʒʇ
khuầng,ɧʀɮʒʌ
khuầy,ɧʀɮʒʊ
khuẩn,ɨʀɮʒʇ
khuẩng,ɨʀɮʒʌ
khuẩy,ɨʀɮʒʊ
khuẫn,ɩʀɮʒʇ
khuẫng,ɩʀɮʒʌ
khuẫy,ɩʀɮʒʊ
khuận,ɪʀɮʒʇ
khuậng,ɪʀɮʒʌ
khuật,ɪʀɮʒʆ
khuậy,ɪʀɮʒʊ
khuắng,ɦʀɮʖʌ
khuế,ɦʀɮʐ
khuếch,ɦʀɮʐʈ
khuếnh,ɦʀɮʐʉ
khuề,ɧʀɮʐ
khuềnh,ɧʀɮʐʉ
khuều,ɧʀɮʐʅ
khuể,ɨʀɮʐ
khuểnh,ɨʀɮʐʉ
khuễ,ɩʀɮʐ
khuễnh,ɩʀɮʐʉ
khuệ,ɪʀɮʐ
khuệch,ɪʀɮʐʈ
khuệnh,ɪʀɮʐʉ
khuốc,ɦʀʚʋ
khuối,ɦʀʚʊ
khuốm,ɦʀʚʄ
khuốn,ɦʀʚʇ
khuống,ɦʀʚʌ
khuốp,ɦʀʚʃ
khuốt,ɦʀʚʆ
khuồi,ɧʀʚʊ
khuồm,ɧʀʚʄ
khuồn,ɧʀʚʇ
khuồng,ɧʀʚʌ
khuổi,ɨʀʚʊ
khuổm,ɨʀʚʄ
khuổn,ɨʀʚʇ
khuổng,ɨʀʚʌ
khuỗi,ɩʀʚʊ
khuỗm,ɩʀʚʄ
khuỗn,ɩʀʚʇ
khuỗng,ɩʀʚʌ
khuộc,ɪʀʚʋ
khuội,ɪʀʚʊ
khuộm,ɪʀʚʄ
khuộn,ɪʀʚʇ
khuộng,ɪʀʚʌ
khuộp,ɪʀʚʃ
khuột,ɪʀʚʆ
khuớ,ɦʀɮʑ
khuờ,ɧʀɮʑ
khuở,ɨʀɮʑ
khuỡ,ɩʀɮʑ
khuợ,ɪʀɮʑ
khuỳ,ɧʀɮʍ
khuỳa,ɧʀɮʘ
khuỳn,ɧʀɮʍʇ
khuỳnh,ɧʀɮʍʉ
khuỳu,ɧʀɮʍʅ
khuỵ,ɪʀɮʍ
khuỵa,ɪʀɮʘ
khuỵch,ɪʀɮʍʈ
khuỵn,ɪʀɮʍʇ
khuỵnh,ɪʀɮʍʉ
khuỵp,ɪʀɮʍʃ
khuỵt,ɪʀɮʍʆ
khuỵu,ɪʀɮʍʅ
khuỷ,ɨʀɮʍ
khuỷa,ɨʀɮʘ
khuỷn,ɨʀɮʍʇ
khuỷnh,ɨʀɮʍʉ
khuỷu,ɨʀɮʍʅ
khuỹ,ɩʀɮʍ
khuỹa,ɩʀɮʘ
khuỹn,ɩʀɮʍʇ
khuỹnh,ɩʀɮʍʉ
khuỹu,ɩʀɮʍʅ
khy,ɥʀʍ
khà,ɧʀʕ
khài,ɧʀʕʊ
khàm,ɧʀʕʄ
khàn,ɧʀʕʇ
khàng,ɧʀʕʌ
khành,ɧʀʕʉ
khào,ɧʀʕʅ
khàu,ɧʀʖʅ
khày,ɧʀʖʊ
khá,ɦʀʕ
khác,ɦʀʕʋ
khách,ɦʀʕʈ
khái,ɦʀʕʊ
khám,ɦʀʕʄ
khán,ɦʀʕʇ
kháng,ɦʀʕʌ
khánh,ɦʀʕʉ
kháo,ɦʀʕʅ
kháp,ɦʀʕʃ
khát,ɦʀʕʆ
kháu,ɦʀʖʅ
kháy,ɦʀʖʊ
khâm,ɥʀʒʄ
khân,ɥʀʒʇ
khâng,ɥʀʒʌ
khâu,ɥʀʒʅ
khây,ɥʀʒʊ
khã,ɩʀʕ
khãi,ɩʀʕʊ
khãm,ɩʀʕʄ
khãn,ɩʀʕʇ
khãng,ɩʀʕʌ
